RPT_DATE,RPT_YR,GEOGRAPHY,SVC_DESC,AMOUNT,AMOUNT_ANNOT,AMOUNT_TYPE
8/28/2020,FY1819,San Diego,FULL_DAY_REHAB,128,,BENEFICIARIES
8/28/2020,FY1819,San Diego,FULL_DAY_REHAB,82290,,HOURS
8/28/2020,FY1819,San Diego,FULL_DAY_REHAB,2249655.78,,DOLLARS
8/28/2020,FY1819,San Diego,FULL_DAY_TX_INTENSIVE,,1,BENEFICIARIES
8/28/2020,FY1819,San Diego,FULL_DAY_TX_INTENSIVE,,1,DOLLARS
8/28/2020,FY1819,San Diego,FULL_DAY_TX_INTENSIVE,,1,HOURS
8/28/2020,FY1819,San Diego,ICC,1589,,BENEFICIARIES
8/28/2020,FY1819,San Diego,ICC,2472815.1,,MINUTES
8/28/2020,FY1819,San Diego,ICC,3603709.49,,DOLLARS
8/28/2020,FY1819,San Diego,IHBS,619,,BENEFICIARIES
8/28/2020,FY1819,San Diego,IHBS,889488.6,,MINUTES
8/28/2020,FY1819,San Diego,IHBS,3428630.76,,DOLLARS
8/28/2020,FY1819,San Diego,MEDICATION_SUPPORT_SVCS,374,,BENEFICIARIES
8/28/2020,FY1819,San Diego,MEDICATION_SUPPORT_SVCS,163422.15,,MINUTES
8/28/2020,FY1819,San Diego,MEDICATION_SUPPORT_SVCS,712504.91,,DOLLARS
8/28/2020,FY1819,San Diego,MENTAL_HEALTH_SVCS,694,,BENEFICIARIES
8/28/2020,FY1819,San Diego,MENTAL_HEALTH_SVCS,1030385.25,,MINUTES
8/28/2020,FY1819,San Diego,MENTAL_HEALTH_SVCS,3101724.49,,DOLLARS
8/28/2020,FY1819,San Diego,SDMC_HOSPITAL_INPATIENT,20,,BENEFICIARIES
8/28/2020,FY1819,San Diego,SDMC_HOSPITAL_INPATIENT,225,,DAYS
8/28/2020,FY1819,San Diego,SDMC_HOSPITAL_INPATIENT,797978.2,,DOLLARS
8/28/2020,FY1819,San Diego,THERAPEUTIC_BEHAVIORAL_SVCS,87,,BENEFICIARIES
8/28/2020,FY1819,San Diego,THERAPEUTIC_BEHAVIORAL_SVCS,273724.65,,MINUTES
8/28/2020,FY1819,San Diego,THERAPEUTIC_BEHAVIORAL_SVCS,336918.76,,DOLLARS
8/28/2020,FY1819,San Francisco,ALL,417,,BENEFICIARIES
8/28/2020,FY1819,San Francisco,ALL,9695313.36,,DOLLARS
8/28/2020,FY1819,San Francisco,CASE_MANAGEMENT/BROKERAGE,20,,BENEFICIARIES
8/28/2020,FY1819,San Francisco,CASE_MANAGEMENT/BROKERAGE,12616.65,,MINUTES
8/28/2020,FY1819,San Francisco,CASE_MANAGEMENT/BROKERAGE,57776.3,,DOLLARS
8/28/2020,FY1819,San Francisco,CRISIS_INTERVENTION,,1,BENEFICIARIES
8/28/2020,FY1819,San Francisco,CRISIS_INTERVENTION,,1,DOLLARS
8/28/2020,FY1819,San Francisco,CRISIS_INTERVENTION,,1,MINUTES
8/28/2020,FY1819,San Francisco,ICC,358,,BENEFICIARIES
8/28/2020,FY1819,San Francisco,ICC,410059.8,,MINUTES
8/28/2020,FY1819,San Francisco,ICC,1905999.84,,DOLLARS
8/28/2020,FY1819,San Francisco,IHBS,333,,BENEFICIARIES
8/28/2020,FY1819,San Francisco,IHBS,993886.05,,MINUTES
8/28/2020,FY1819,San Francisco,IHBS,6598853.28,,DOLLARS
8/28/2020,FY1819,San Francisco,MEDICATION_SUPPORT_SVCS,,1,BENEFICIARIES
8/28/2020,FY1819,San Francisco,MEDICATION_SUPPORT_SVCS,,1,DOLLARS
8/28/2020,FY1819,San Francisco,MEDICATION_SUPPORT_SVCS,,1,MINUTES
8/28/2020,FY1819,San Francisco,MENTAL_HEALTH_SVCS,30,,BENEFICIARIES
8/28/2020,FY1819,San Francisco,MENTAL_HEALTH_SVCS,169919.25,,MINUTES
8/28/2020,FY1819,San Francisco,MENTAL_HEALTH_SVCS,1093163.52,,DOLLARS
8/28/2020,FY1819,San Francisco,THERAPEUTIC_BEHAVIORAL_SVCS,,1,BENEFICIARIES
8/28/2020,FY1819,San Francisco,THERAPEUTIC_BEHAVIORAL_SVCS,,1,DOLLARS
8/28/2020,FY1819,San Francisco,THERAPEUTIC_BEHAVIORAL_SVCS,,1,MINUTES
8/28/2020,FY1819,San Joaquin,ADULT_RESIDENTIAL_TX_SVCS,,1,BENEFICIARIES
8/28/2020,FY1819,San Joaquin,ADULT_RESIDENTIAL_TX_SVCS,,1,DAYS
8/28/2020,FY1819,San Joaquin,ADULT_RESIDENTIAL_TX_SVCS,,1,DOLLARS
8/28/2020,FY1819,San Joaquin,ALL,1091,,BENEFICIARIES
8/28/2020,FY1819,San Joaquin,ALL,2667732.69,,DOLLARS
8/28/2020,FY1819,San Joaquin,CASE_MANAGEMENT/BROKERAGE,82,,BENEFICIARIES
8/28/2020,FY1819,San Joaquin,CASE_MANAGEMENT/BROKERAGE,8550.045,,MINUTES
8/28/2020,FY1819,San Joaquin,CASE_MANAGEMENT/BROKERAGE,20029.4,,DOLLARS
8/28/2020,FY1819,San Joaquin,CRISIS_INTERVENTION,33,,BENEFICIARIES
8/28/2020,FY1819,San Joaquin,CRISIS_INTERVENTION,5759.07,,MINUTES
8/28/2020,FY1819,San Joaquin,CRISIS_INTERVENTION,15195.3,,DOLLARS
8/28/2020,FY1819,San Joaquin,CRISIS_STABILIZATION,,1,BENEFICIARIES
8/28/2020,FY1819,San Joaquin,CRISIS_STABILIZATION,,1,DOLLARS
8/28/2020,FY1819,San Joaquin,CRISIS_STABILIZATION,,1,HOURS
8/28/2020,FY1819,San Joaquin,FULL_DAY_TX_INTENSIVE,,1,BENEFICIARIES
8/28/2020,FY1819,San Joaquin,FULL_DAY_TX_INTENSIVE,,1,DOLLARS
8/28/2020,FY1819,San Joaquin,FULL_DAY_TX_INTENSIVE,,1,HOURS
8/28/2020,FY1819,San Joaquin,ICC,1038,,BENEFICIARIES
8/28/2020,FY1819,San Joaquin,ICC,514040.04,,MINUTES
8/28/2020,FY1819,San Joaquin,ICC,1111712.65,,DOLLARS
8/28/2020,FY1819,San Joaquin,IHBS,172,,BENEFICIARIES
8/28/2020,FY1819,San Joaquin,IHBS,82690.905,,MINUTES
8/28/2020,FY1819,San Joaquin,IHBS,260737.86,,DOLLARS
8/28/2020,FY1819,San Joaquin,MEDICATION_SUPPORT_SVCS,80,,BENEFICIARIES
8/28/2020,FY1819,San Joaquin,MEDICATION_SUPPORT_SVCS,16590.18,,MINUTES
8/28/2020,FY1819,San Joaquin,MEDICATION_SUPPORT_SVCS,112732.65,,DOLLARS
8/28/2020,FY1819,San Joaquin,MENTAL_HEALTH_SVCS,359,,BENEFICIARIES
8/28/2020,FY1819,San Joaquin,MENTAL_HEALTH_SVCS,324489.6,,MINUTES
8/28/2020,FY1819,San Joaquin,MENTAL_HEALTH_SVCS,1018220.05,,DOLLARS
8/28/2020,FY1819,San Joaquin,PSYCHIATRIC_HEALTH_FACILITY,,1,BENEFICIARIES
8/28/2020,FY1819,San Joaquin,PSYCHIATRIC_HEALTH_FACILITY,,1,DAYS
8/28/2020,FY1819,San Joaquin,PSYCHIATRIC_HEALTH_FACILITY,,1,DOLLARS
8/28/2020,FY1819,San Joaquin,THERAPEUTIC_BEHAVIORAL_SVCS,19,,BENEFICIARIES
8/28/2020,FY1819,San Joaquin,THERAPEUTIC_BEHAVIORAL_SVCS,53487.615,,MINUTES
8/28/2020,FY1819,San Joaquin,THERAPEUTIC_BEHAVIORAL_SVCS,106976,,DOLLARS
8/28/2020,FY1819,San Luis Obispo,ALL,418,,BENEFICIARIES
8/28/2020,FY1819,San Luis Obispo,ALL,6675885.53,,DOLLARS
8/28/2020,FY1819,San Luis Obispo,CASE_MANAGEMENT/BROKERAGE,74,,BENEFICIARIES
8/28/2020,FY1819,San Luis Obispo,CASE_MANAGEMENT/BROKERAGE,27958.95,,MINUTES
8/28/2020,FY1819,San Luis Obispo,CASE_MANAGEMENT/BROKERAGE,105845.37,,DOLLARS
8/28/2020,FY1819,San Luis Obispo,CRISIS_INTERVENTION,25,,BENEFICIARIES
8/28/2020,FY1819,San Luis Obispo,CRISIS_INTERVENTION,7383.6,,MINUTES
8/28/2020,FY1819,San Luis Obispo,CRISIS_INTERVENTION,23184.74,,DOLLARS
8/28/2020,FY1819,San Luis Obispo,CRISIS_STABILIZATION,,1,BENEFICIARIES
8/28/2020,FY1819,San Luis Obispo,CRISIS_STABILIZATION,,1,DOLLARS
8/28/2020,FY1819,San Luis Obispo,CRISIS_STABILIZATION,,1,HOURS
8/28/2020,FY1819,San Luis Obispo,FULL_DAY_TX_INTENSIVE,,1,BENEFICIARIES
8/28/2020,FY1819,San Luis Obispo,FULL_DAY_TX_INTENSIVE,,1,DOLLARS
8/28/2020,FY1819,San Luis Obispo,FULL_DAY_TX_INTENSIVE,,1,HOURS
8/28/2020,FY1819,San Luis Obispo,ICC,383,,BENEFICIARIES
8/28/2020,FY1819,San Luis Obispo,ICC,419921.25,,MINUTES
8/28/2020,FY1819,San Luis Obispo,ICC,1237865.25,,DOLLARS
8/28/2020,FY1819,San Luis Obispo,IHBS,324,,BENEFICIARIES
8/28/2020,FY1819,San Luis Obispo,IHBS,1539586.2,,MINUTES
8/28/2020,FY1819,San Luis Obispo,IHBS,3961492.77,,DOLLARS
8/28/2020,FY1819,San Luis Obispo,MEDICATION_SUPPORT_SVCS,64,,BENEFICIARIES
8/28/2020,FY1819,San Luis Obispo,MEDICATION_SUPPORT_SVCS,25942.8,,MINUTES
8/28/2020,FY1819,San Luis Obispo,MEDICATION_SUPPORT_SVCS,140735.14,,DOLLARS
8/28/2020,FY1819,San Luis Obispo,MENTAL_HEALTH_SVCS,155,,BENEFICIARIES
8/28/2020,FY1819,San Luis Obispo,MENTAL_HEALTH_SVCS,336462,,MINUTES
8/28/2020,FY1819,San Luis Obispo,MENTAL_HEALTH_SVCS,1064847.86,,DOLLARS
8/28/2020,FY1819,San Luis Obispo,PSYCHIATRIC_HEALTH_FACILITY,,1,BENEFICIARIES
8/28/2020,FY1819,San Luis Obispo,PSYCHIATRIC_HEALTH_FACILITY,,1,DAYS
8/28/2020,FY1819,San Luis Obispo,PSYCHIATRIC_HEALTH_FACILITY,,1,DOLLARS
8/28/2020,FY1819,San Luis Obispo,THERAPEUTIC_BEHAVIORAL_SVCS,,1,BENEFICIARIES
8/28/2020,FY1819,San Luis Obispo,THERAPEUTIC_BEHAVIORAL_SVCS,,1,DOLLARS
8/28/2020,FY1819,San Luis Obispo,THERAPEUTIC_BEHAVIORAL_SVCS,,1,MINUTES
8/28/2020,FY1819,San Mateo,ALL,92,,BENEFICIARIES
8/28/2020,FY1819,San Mateo,ALL,1274725.5,,DOLLARS
8/28/2020,FY1819,San Mateo,CASE_MANAGEMENT/BROKERAGE,63,,BENEFICIARIES
8/28/2020,FY1819,San Mateo,CASE_MANAGEMENT/BROKERAGE,35533.5,,MINUTES
8/28/2020,FY1819,San Mateo,CASE_MANAGEMENT/BROKERAGE,119196.98,,DOLLARS
8/28/2020,FY1819,San Mateo,CRISIS_INTERVENTION,,1,BENEFICIARIES
8/28/2020,FY1819,San Mateo,CRISIS_INTERVENTION,,1,DOLLARS
8/28/2020,FY1819,San Mateo,CRISIS_INTERVENTION,,1,MINUTES
8/28/2020,FY1819,San Mateo,CRISIS_RESIDENTIAL_TX_SVCS,,1,BENEFICIARIES
8/28/2020,FY1819,San Mateo,CRISIS_RESIDENTIAL_TX_SVCS,,1,DAYS
8/28/2020,FY1819,San Mateo,CRISIS_RESIDENTIAL_TX_SVCS,,1,DOLLARS
8/28/2020,FY1819,San Mateo,CRISIS_STABILIZATION,,1,BENEFICIARIES
8/28/2020,FY1819,San Mateo,CRISIS_STABILIZATION,,1,DOLLARS
8/28/2020,FY1819,San Mateo,CRISIS_STABILIZATION,,1,HOURS
8/28/2020,FY1819,San Mateo,ICC,39,,BENEFICIARIES
8/28/2020,FY1819,San Mateo,ICC,9488.85,,MINUTES
8/28/2020,FY1819,San Mateo,ICC,43198.05,,DOLLARS
8/28/2020,FY1819,San Mateo,IHBS,27,,BENEFICIARIES
8/28/2020,FY1819,San Mateo,IHBS,25607.55,,MINUTES
8/28/2020,FY1819,San Mateo,IHBS,68294.9,,DOLLARS
8/28/2020,FY1819,San Mateo,MEDICATION_SUPPORT_SVCS,32,,BENEFICIARIES
8/28/2020,FY1819,San Mateo,MEDICATION_SUPPORT_SVCS,9822.15,,MINUTES
8/28/2020,FY1819,San Mateo,MEDICATION_SUPPORT_SVCS,90348.46,,DOLLARS
8/28/2020,FY1819,San Mateo,MENTAL_HEALTH_SVCS,78,,BENEFICIARIES
8/28/2020,FY1819,San Mateo,MENTAL_HEALTH_SVCS,149222.1,,MINUTES
8/28/2020,FY1819,San Mateo,MENTAL_HEALTH_SVCS,691294.64,,DOLLARS
8/28/2020,FY1819,San Mateo,SDMC_HOSPITAL_INPATIENT,,1,BENEFICIARIES
8/28/2020,FY1819,San Mateo,SDMC_HOSPITAL_INPATIENT,,1,DAYS
8/28/2020,FY1819,San Mateo,SDMC_HOSPITAL_INPATIENT,,1,DOLLARS
8/28/2020,FY1819,San Mateo,THERAPEUTIC_BEHAVIORAL_SVCS,16,,BENEFICIARIES
8/28/2020,FY1819,San Mateo,THERAPEUTIC_BEHAVIORAL_SVCS,79030.5,,MINUTES
8/28/2020,FY1819,San Mateo,THERAPEUTIC_BEHAVIORAL_SVCS,227737.22,,DOLLARS
8/28/2020,FY1819,Santa Barbara,ALL,432,,BENEFICIARIES
8/28/2020,FY1819,Santa Barbara,ALL,3189993.43,,DOLLARS
8/28/2020,FY1819,Santa Barbara,CASE_MANAGEMENT/BROKERAGE,85,,BENEFICIARIES
8/28/2020,FY1819,Santa Barbara,CASE_MANAGEMENT/BROKERAGE,19939.53,,MINUTES
8/28/2020,FY1819,Santa Barbara,CASE_MANAGEMENT/BROKERAGE,63752.38,,DOLLARS
8/28/2020,FY1819,Santa Barbara,CRISIS_INTERVENTION,17,,BENEFICIARIES
8/28/2020,FY1819,Santa Barbara,CRISIS_INTERVENTION,6133.245,,MINUTES
8/28/2020,FY1819,Santa Barbara,CRISIS_INTERVENTION,36867.97,,DOLLARS
8/28/2020,FY1819,Santa Barbara,CRISIS_STABILIZATION,,1,BENEFICIARIES
8/28/2020,FY1819,Santa Barbara,CRISIS_STABILIZATION,,1,DOLLARS
8/28/2020,FY1819,Santa Barbara,CRISIS_STABILIZATION,,1,HOURS
8/28/2020,FY1819,Santa Barbara,ICC,380,,BENEFICIARIES
8/28/2020,FY1819,Santa Barbara,ICC,358540.83,,MINUTES
8/28/2020,FY1819,Santa Barbara,ICC,962308.4,,DOLLARS
8/28/2020,FY1819,Santa Barbara,IHBS,169,,BENEFICIARIES
8/28/2020,FY1819,Santa Barbara,IHBS,416776.215,,MINUTES
8/28/2020,FY1819,Santa Barbara,IHBS,1228757.28,,DOLLARS
8/28/2020,FY1819,Santa Barbara,INPATIENT_ADMIN,,1,BENEFICIARIES
8/28/2020,FY1819,Santa Barbara,INPATIENT_ADMIN,,1,DAYS
8/28/2020,FY1819,Santa Barbara,INPATIENT_ADMIN,,1,DOLLARS
8/28/2020,FY1819,Santa Barbara,MEDICATION_SUPPORT_SVCS,52,,BENEFICIARIES
8/28/2020,FY1819,Santa Barbara,MEDICATION_SUPPORT_SVCS,16566.405,,MINUTES
8/28/2020,FY1819,Santa Barbara,MEDICATION_SUPPORT_SVCS,156605.43,,DOLLARS
8/28/2020,FY1819,Santa Barbara,MENTAL_HEALTH_SVCS,132,,BENEFICIARIES
8/28/2020,FY1819,Santa Barbara,MENTAL_HEALTH_SVCS,146959.545,,MINUTES
8/28/2020,FY1819,Santa Barbara,MENTAL_HEALTH_SVCS,588922.49,,DOLLARS
8/28/2020,FY1819,Santa Barbara,SDMC_HOSPITAL_INPATIENT,,1,BENEFICIARIES
8/28/2020,FY1819,Santa Barbara,SDMC_HOSPITAL_INPATIENT,,1,DAYS
8/28/2020,FY1819,Santa Barbara,SDMC_HOSPITAL_INPATIENT,,1,DOLLARS
8/28/2020,FY1819,Santa Barbara,THERAPEUTIC_BEHAVIORAL_SVCS,12,,BENEFICIARIES
8/28/2020,FY1819,Santa Barbara,THERAPEUTIC_BEHAVIORAL_SVCS,46767.9,,MINUTES
8/28/2020,FY1819,Santa Barbara,THERAPEUTIC_BEHAVIORAL_SVCS,133467.82,,DOLLARS
8/28/2020,FY1819,Santa Clara,ALL,932,,BENEFICIARIES
8/28/2020,FY1819,Santa Clara,ALL,8606702.56,,DOLLARS
8/28/2020,FY1819,Santa Clara,ICC,910,,BENEFICIARIES
8/28/2020,FY1819,Santa Clara,ICC,1189336.8,,MINUTES
8/28/2020,FY1819,Santa Clara,ICC,2932269.8,,DOLLARS
8/28/2020,FY1819,Santa Clara,IHBS,784,,BENEFICIARIES
8/28/2020,FY1819,Santa Clara,IHBS,1808059.05,,MINUTES
8/28/2020,FY1819,Santa Clara,IHBS,5489104.76,,DOLLARS
8/28/2020,FY1819,Santa Clara,TFC,,1,BENEFICIARIES
8/28/2020,FY1819,Santa Clara,TFC,,1,DAYS
8/28/2020,FY1819,Santa Clara,TFC,,1,DOLLARS
8/28/2020,FY1819,Santa Cruz,ALL,68,,BENEFICIARIES
8/28/2020,FY1819,Santa Cruz,ALL,548390.33,,DOLLARS
8/28/2020,FY1819,Santa Cruz,ICC,47,,BENEFICIARIES
8/28/2020,FY1819,Santa Cruz,ICC,25263.6,,MINUTES
8/28/2020,FY1819,Santa Cruz,ICC,98682.57,,DOLLARS
8/28/2020,FY1819,Santa Cruz,IHBS,58,,BENEFICIARIES
8/28/2020,FY1819,Santa Cruz,IHBS,108427.35,,MINUTES
8/28/2020,FY1819,Santa Cruz,IHBS,449707.76,,DOLLARS
8/28/2020,FY1819,Shasta,ALL,253,,BENEFICIARIES
8/28/2020,FY1819,Shasta,ALL,1113790.74,,DOLLARS
8/28/2020,FY1819,Shasta,CASE_MANAGEMENT/BROKERAGE,64,,BENEFICIARIES
8/28/2020,FY1819,Shasta,CASE_MANAGEMENT/BROKERAGE,17013.3,,MINUTES
8/28/2020,FY1819,Shasta,CASE_MANAGEMENT/BROKERAGE,46433.38,,DOLLARS
8/28/2020,FY1819,Shasta,CRISIS_INTERVENTION,11,,BENEFICIARIES
8/28/2020,FY1819,Shasta,CRISIS_INTERVENTION,1248.15,,MINUTES
8/28/2020,FY1819,Shasta,CRISIS_INTERVENTION,4461.69,,DOLLARS
8/28/2020,FY1819,Shasta,ICC,222,,BENEFICIARIES
8/28/2020,FY1819,Shasta,ICC,127810.95,,MINUTES
8/28/2020,FY1819,Shasta,ICC,346941.37,,DOLLARS
8/28/2020,FY1819,Shasta,IHBS,73,,BENEFICIARIES
8/28/2020,FY1819,Shasta,IHBS,44664.3,,MINUTES
8/28/2020,FY1819,Shasta,IHBS,117654.05,,DOLLARS
8/28/2020,FY1819,Shasta,MEDICATION_SUPPORT_SVCS,36,,BENEFICIARIES
8/28/2020,FY1819,Shasta,MEDICATION_SUPPORT_SVCS,10708.8,,MINUTES
8/28/2020,FY1819,Shasta,MEDICATION_SUPPORT_SVCS,32693.94,,DOLLARS
8/28/2020,FY1819,Shasta,MENTAL_HEALTH_SVCS,78,,BENEFICIARIES
8/28/2020,FY1819,Shasta,MENTAL_HEALTH_SVCS,195261.75,,MINUTES
8/28/2020,FY1819,Shasta,MENTAL_HEALTH_SVCS,522253.26,,DOLLARS
8/28/2020,FY1819,Shasta,PSYCHIATRIC_HEALTH_FACILITY,,1,BENEFICIARIES
8/28/2020,FY1819,Shasta,PSYCHIATRIC_HEALTH_FACILITY,,1,DAYS
8/28/2020,FY1819,Shasta,PSYCHIATRIC_HEALTH_FACILITY,,1,DOLLARS
8/28/2020,FY1819,Shasta,THERAPEUTIC_BEHAVIORAL_SVCS,,1,BENEFICIARIES
8/28/2020,FY1819,Shasta,THERAPEUTIC_BEHAVIORAL_SVCS,,1,DOLLARS
8/28/2020,FY1819,Shasta,THERAPEUTIC_BEHAVIORAL_SVCS,,1,MINUTES
8/28/2020,FY1819,Siskiyou,ALL,127,,BENEFICIARIES
8/28/2020,FY1819,Siskiyou,ALL,289085.13,,DOLLARS
8/28/2020,FY1819,Siskiyou,CASE_MANAGEMENT/BROKERAGE,,1,BENEFICIARIES
8/28/2020,FY1819,Siskiyou,CASE_MANAGEMENT/BROKERAGE,,1,DOLLARS
8/28/2020,FY1819,Siskiyou,CASE_MANAGEMENT/BROKERAGE,,1,MINUTES
8/28/2020,FY1819,Siskiyou,CRISIS_INTERVENTION,,1,BENEFICIARIES
8/28/2020,FY1819,Siskiyou,CRISIS_INTERVENTION,,1,DOLLARS
8/28/2020,FY1819,Siskiyou,CRISIS_INTERVENTION,,1,MINUTES
8/28/2020,FY1819,Siskiyou,ICC,94,,BENEFICIARIES
8/28/2020,FY1819,Siskiyou,ICC,31191.6,,MINUTES
8/28/2020,FY1819,Siskiyou,ICC,83898.39,,DOLLARS
8/28/2020,FY1819,Siskiyou,IHBS,84,,BENEFICIARIES
8/28/2020,FY1819,Siskiyou,IHBS,46702.5,,MINUTES
8/28/2020,FY1819,Siskiyou,IHBS,171400.01,,DOLLARS
8/28/2020,FY1819,Siskiyou,MEDICATION_SUPPORT_SVCS,,1,BENEFICIARIES
8/28/2020,FY1819,Siskiyou,MEDICATION_SUPPORT_SVCS,,1,DOLLARS
8/28/2020,FY1819,Siskiyou,MEDICATION_SUPPORT_SVCS,,1,MINUTES
8/28/2020,FY1819,Siskiyou,MENTAL_HEALTH_SVCS,35,,BENEFICIARIES
8/28/2020,FY1819,Siskiyou,MENTAL_HEALTH_SVCS,8011.65,,MINUTES
8/28/2020,FY1819,Siskiyou,MENTAL_HEALTH_SVCS,27114.73,,DOLLARS
8/28/2020,FY1819,Solano,ALL,294,,BENEFICIARIES
8/28/2020,FY1819,Solano,ALL,3055483.37,,DOLLARS
8/28/2020,FY1819,Solano,CASE_MANAGEMENT/BROKERAGE,44,,BENEFICIARIES
8/28/2020,FY1819,Solano,CASE_MANAGEMENT/BROKERAGE,8835.9,,MINUTES
8/28/2020,FY1819,Solano,CASE_MANAGEMENT/BROKERAGE,27874.94,,DOLLARS
8/28/2020,FY1819,Solano,CRISIS_INTERVENTION,,1,BENEFICIARIES
8/28/2020,FY1819,Solano,CRISIS_INTERVENTION,,1,DOLLARS
8/28/2020,FY1819,Solano,CRISIS_INTERVENTION,,1,MINUTES
8/28/2020,FY1819,Solano,FULL_DAY_REHAB,,1,BENEFICIARIES
8/28/2020,FY1819,Solano,FULL_DAY_REHAB,,1,DOLLARS
8/28/2020,FY1819,Solano,FULL_DAY_REHAB,,1,HOURS
8/28/2020,FY1819,Solano,ICC,283,,BENEFICIARIES
8/28/2020,FY1819,Solano,ICC,230428.5,,MINUTES
8/28/2020,FY1819,Solano,ICC,749560.18,,DOLLARS
8/28/2020,FY1819,Solano,IHBS,166,,BENEFICIARIES
8/28/2020,FY1819,Solano,IHBS,318909.9,,MINUTES
8/28/2020,FY1819,Solano,IHBS,1083366.65,,DOLLARS
8/28/2020,FY1819,Solano,MEDICATION_SUPPORT_SVCS,27,,BENEFICIARIES
8/28/2020,FY1819,Solano,MEDICATION_SUPPORT_SVCS,8619.15,,MINUTES
8/28/2020,FY1819,Solano,MEDICATION_SUPPORT_SVCS,80795.12,,DOLLARS
8/28/2020,FY1819,Solano,MENTAL_HEALTH_SVCS,87,,BENEFICIARIES
8/28/2020,FY1819,Solano,MENTAL_HEALTH_SVCS,247620,,MINUTES
8/28/2020,FY1819,Solano,MENTAL_HEALTH_SVCS,1026412.39,,DOLLARS
8/28/2020,FY1819,Sonoma,ALL,187,,BENEFICIARIES
8/28/2020,FY1819,Sonoma,ALL,1146651.43,,DOLLARS
8/28/2020,FY1819,Sonoma,ICC,183,,BENEFICIARIES
8/28/2020,FY1819,Sonoma,ICC,222747,,MINUTES
8/28/2020,FY1819,Sonoma,ICC,481055.02,,DOLLARS
8/28/2020,FY1819,Sonoma,IHBS,98,,BENEFICIARIES
8/28/2020,FY1819,Sonoma,IHBS,251978.85,,MINUTES
8/28/2020,FY1819,Sonoma,IHBS,665596.41,,DOLLARS
8/28/2020,FY1819,Stanislaus,ALL,355,,BENEFICIARIES
8/28/2020,FY1819,Stanislaus,ALL,3624152.92,,DOLLARS
8/28/2020,FY1819,Stanislaus,CASE_MANAGEMENT/BROKERAGE,225,,BENEFICIARIES
8/28/2020,FY1819,Stanislaus,CASE_MANAGEMENT/BROKERAGE,75585.9,,MINUTES
8/28/2020,FY1819,Stanislaus,CASE_MANAGEMENT/BROKERAGE,203960.59,,DOLLARS
8/28/2020,FY1819,Stanislaus,CRISIS_INTERVENTION,70,,BENEFICIARIES
8/28/2020,FY1819,Stanislaus,CRISIS_INTERVENTION,25392.9,,MINUTES
8/28/2020,FY1819,Stanislaus,CRISIS_INTERVENTION,116149.25,,DOLLARS
8/28/2020,FY1819,Stanislaus,ICC,217,,BENEFICIARIES
8/28/2020,FY1819,Stanislaus,ICC,174128.1,,MINUTES
8/28/2020,FY1819,Stanislaus,ICC,453923.32,,DOLLARS
8/28/2020,FY1819,Stanislaus,IHBS,185,,BENEFICIARIES
8/28/2020,FY1819,Stanislaus,IHBS,248017.05,,MINUTES
8/28/2020,FY1819,Stanislaus,IHBS,769639.06,,DOLLARS
8/28/2020,FY1819,Stanislaus,MEDICATION_SUPPORT_SVCS,201,,BENEFICIARIES
8/28/2020,FY1819,Stanislaus,MEDICATION_SUPPORT_SVCS,32088.75,,MINUTES
8/28/2020,FY1819,Stanislaus,MEDICATION_SUPPORT_SVCS,208784.56,,DOLLARS
8/28/2020,FY1819,Stanislaus,MENTAL_HEALTH_SVCS,319,,BENEFICIARIES
8/28/2020,FY1819,Stanislaus,MENTAL_HEALTH_SVCS,481271.85,,MINUTES
8/28/2020,FY1819,Stanislaus,MENTAL_HEALTH_SVCS,1644386.37,,DOLLARS
8/28/2020,FY1819,Stanislaus,PSYCHIATRIC_HEALTH_FACILITY,,1,BENEFICIARIES
8/28/2020,FY1819,Stanislaus,PSYCHIATRIC_HEALTH_FACILITY,,1,DAYS
8/28/2020,FY1819,Stanislaus,PSYCHIATRIC_HEALTH_FACILITY,,1,DOLLARS
8/28/2020,FY1819,Stanislaus,THERAPEUTIC_BEHAVIORAL_SVCS,21,,BENEFICIARIES
8/28/2020,FY1819,Stanislaus,THERAPEUTIC_BEHAVIORAL_SVCS,70943.85,,MINUTES
8/28/2020,FY1819,Stanislaus,THERAPEUTIC_BEHAVIORAL_SVCS,212906.01,,DOLLARS
8/28/2020,FY1819,Sutter/Yuba,ALL,225,,BENEFICIARIES
8/28/2020,FY1819,Sutter/Yuba,ALL,941170.83,,DOLLARS
8/28/2020,FY1819,Sutter/Yuba,CASE_MANAGEMENT/BROKERAGE,62,,BENEFICIARIES
8/28/2020,FY1819,Sutter/Yuba,CASE_MANAGEMENT/BROKERAGE,15564.75,,MINUTES
8/28/2020,FY1819,Sutter/Yuba,CASE_MANAGEMENT/BROKERAGE,48380.34,,DOLLARS
8/28/2020,FY1819,Sutter/Yuba,CRISIS_INTERVENTION,,1,BENEFICIARIES
8/28/2020,FY1819,Sutter/Yuba,CRISIS_INTERVENTION,,1,DOLLARS
8/28/2020,FY1819,Sutter/Yuba,CRISIS_INTERVENTION,,1,MINUTES
8/28/2020,FY1819,Sutter/Yuba,ICC,130,,BENEFICIARIES
8/28/2020,FY1819,Sutter/Yuba,ICC,56491.35,,MINUTES
8/28/2020,FY1819,Sutter/Yuba,ICC,167452.42,,DOLLARS
8/28/2020,FY1819,Sutter/Yuba,IHBS,31,,BENEFICIARIES
8/28/2020,FY1819,Sutter/Yuba,IHBS,52152.6,,MINUTES
